Crop_Type,Soil_Type,Soil_pH,Soil_Organic_Carbon,Total_Nitrogen,Available_Phosphorus,Available_Potassium,Bulk_Density,Rainfall,Temperature,Humidity,Wind_Speed,Evapotranspiration,Soil_Moisture_Level,Growth_Stage,Fertilizer_Type,Application_Rate,Application_Method,Coating_Type,Irrigation_Type,Water_Amount,Total_Fertilizer_Loss_kg_ha,Fertilizer_Loss_Percentage,Nitrogen_Loss,Phosphorus_Loss,Potassium_Loss
Wheat,Loamy,6.01,2.18,207.34,71.58,126.33,1.58,24.67,24.19,43.24,3.08,6.24,Medium,Late,PK,91.57,Drip,Normal,Drip,31.72,28.46,31.08,14.23,8.54,5.69
Citrus,Sandy,6.58,1.9,115.81,49.97,271.85,1.38,7.98,16.88,89.21,4.25,5.11,Low,Mid,Urea,143.73,Drip,Controlled_Release,Drip,49.48,36.26,25.23,18.13,10.88,7.25
Rice,Loamy,7.44,1.62,289.54,57.78,209.77,1.42,93.41,18.5,40.24,3.66,2.37,High,Mid,NK,116.08,Broadcast,Biochar,Drip,47.47,51.24,44.14,25.62,15.37,10.25
Vegetable,Sandy,7.94,1.88,117.8,59.71,104.75,1.41,60.41,16.54,78.37,4.58,2.1,Medium,Initial,Organic,119.12,Drip,Normal,Flood,10.51,43.64,36.64,21.82,13.09,8.73
Wheat,Loamy,6.41,1.58,74.53,11.12,257.84,1.27,118.37,33.41,62.72,5.9,6.8,Medium,Late,PK,71.49,Foliar,Normal,Sprinkler,39.22,50.37,70.46,25.18,15.11,10.07
Wheat,Sandy,6.35,1.66,270.16,75.97,54.02,1.53,64.4,32.8,42.22,2.64,3.37,High,Mid,NPK,116.27,Foliar,Controlled_Release,Flood,30.12,46.39,39.9,23.2,13.92,9.28
Vegetable,Clay,7.84,0.95,153.6,35.19,291.53,1.6,13.55,16.52,67.31,4.65,3.8,High,Initial,PK,179.97,Foliar,Controlled_Release,Flood,65.3,46.5,25.84,23.25,13.95,9.3
Vegetable,Sandy,6.64,1.41,138.95,22.43,380.78,1.18,12.06,19.03,61.44,1.55,3.44,Low,Initial,Organic,62.84,Foliar,Normal,Flood,66.03,22.78,36.25,11.39,6.83,4.56
Rice,Sandy,7.96,0.52,271.35,43.13,363.63,1.35,62.87,28.51,56.08,0.6,2.66,Low,Mid,Urea,104.32,Drip,Biochar,Sprinkler,58,48.17,46.18,24.08,14.45,9.63
Corn,Sandy,8.48,1.84,213.36,61.34,391.35,1.35,70.08,30.43,52.71,5.58,7.02,Low,Mid,Organic,192.3,Broadcast,Biochar,Drip,50.47,56.03,29.14,28.02,16.81,11.21
Wheat,Clay,8.44,1.16,183.04,67.91,203.38,1.49,18.61,24.3,80.62,2.88,5.19,High,Late,Urea,121.43,Drip,Controlled_Release,Drip,38.7,39.11,32.21,19.56,11.73,7.82
Rice,Loamy,7.49,1.81,131.78,60.37,340.33,1.32,18.39,26.41,53.37,3.34,3.21,Low,Initial,NK,123.96,Drip,Controlled_Release,Sprinkler,78.17,32.66,26.35,16.33,9.8,6.53
Vegetable,Loamy,6.63,2.35,123.12,38.01,99.58,1.44,109.82,39.59,59.36,0.71,4.47,High,Late,NPK,63.23,Drip,Controlled_Release,Sprinkler,68.59,42.82,67.72,21.41,12.85,8.56
Rice,Clay,5.7,1.68,194.88,57.71,55.96,1.28,101.34,23.77,82.46,3,6.9,Medium,Initial,NPK,138.36,Broadcast,Normal,Sprinkler,62.56,55.42,40.05,27.71,16.63,11.08
Vegetable,Sandy,7.71,1.16,175.35,40.23,105.53,1.13,1.21,21.87,69.36,1.16,3.38,High,Mid,NPK,166.34,Broadcast,Biochar,Flood,48.08,41.18,24.76,20.59,12.35,8.24
Citrus,Sandy,8.43,0.91,119,79.08,205.21,1.33,89.58,30.18,87.34,5.86,2.51,Medium,Mid,PK,107.03,Broadcast,Biochar,Drip,38.28,55.92,52.25,27.96,16.78,11.18
Vegetable,Sandy,5.7,1,96.01,79.75,106.95,1.48,63.25,24.65,84.13,2.35,7.55,Medium,Late,NPK,117.72,Broadcast,Normal,Drip,12.75,50.12,42.58,25.06,15.04,10.02
Vegetable,Loamy,5.52,2.47,254.5,27.49,208.97,1.42,77.43,25.24,43.58,4.39,5.04,High,Initial,Urea,107.05,Broadcast,Controlled_Release,Flood,62.5,40.39,37.73,20.2,12.12,8.08
Vegetable,Loamy,8,1.73,221.94,43.83,132.51,1.36,4.76,37.11,73.33,5.64,6.41,High,Initial,NPK,167.15,Broadcast,Controlled_Release,Sprinkler,15.31,44.38,26.55,22.19,13.31,8.88
Corn,Clay,5.81,1.38,298.32,50.36,125.66,1.56,52.49,32.68,50.86,4.9,6.98,High,Mid,NPK,129.71,Drip,Normal,Drip,36.56,45.32,34.94,22.66,13.6,9.06
Vegetable,Clay,5.74,0.96,178.95,54.54,371.82,1.34,56.79,25.96,48.74,4.8,4.17,Low,Late,Urea,103.23,Broadcast,Controlled_Release,Flood,17.6,43.22,41.87,21.61,12.97,8.64
Wheat,Loamy,8.23,2.05,298.6,40.37,232.06,1.28,15.38,25.17,65.55,4.71,3.76,High,Mid,NPK,84.78,Broadcast,Biochar,Flood,53.49,30.77,36.29,15.38,9.23,6.15
Wheat,Sandy,5.74,1.27,165.21,46.7,286.1,1.3,111.54,24.82,81.23,3.41,6.59,Low,Initial,NPK,179.26,Broadcast,Normal,Drip,77.02,68.52,38.22,34.26,20.56,13.7
Rice,Sandy,5.84,1.1,183.74,48.8,189.57,1.46,1.42,39.62,89.35,2.37,3.38,Low,Mid,Organic,97.38,Foliar,Controlled_Release,Drip,45.55,27.46,28.2,13.73,8.24,5.49
Corn,Sandy,7.21,0.94,102.28,37.16,107.79,1.26,11.25,29.19,85.83,5.46,6.62,Medium,Mid,Urea,141.93,Foliar,Normal,Drip,29.42,44.57,31.4,22.28,13.37,8.91
Rice,Sandy,7.77,0.87,87.38,32.43,299.97,1.42,68.26,35.08,94.02,1.63,4.59,Low,Mid,Organic,105.62,Drip,Normal,Flood,72.38,49.9,47.24,24.95,14.97,9.98
Wheat,Clay,6.7,1.05,285.05,54.42,205.24,1.29,0.52,22.21,47.17,2.51,5.72,Medium,Initial,Organic,198.46,Drip,Controlled_Release,Drip,43.45,45.71,23.03,22.86,13.71,9.14
Wheat,Clay,6.76,1.75,295.3,40.94,344.49,1.39,119.24,32.79,58.71,4.45,3.36,Medium,Initial,NPK,110.69,Foliar,Biochar,Drip,55.09,53.74,48.55,26.87,16.12,10.75
Citrus,Loamy,7.4,0.98,186.89,78.05,78.59,1.21,3.58,32.49,49.14,3.28,6.41,Low,Mid,PK,119.16,Broadcast,Controlled_Release,Flood,12.44,38.42,32.24,19.21,11.53,7.68
Vegetable,Clay,7.02,0.62,118.06,36.3,184.25,1.2,75.69,39.75,62.5,3.56,6.47,High,Late,NPK,95.24,Broadcast,Normal,Flood,75.36,53.77,56.46,26.88,16.13,10.75
Wheat,Sandy,5.56,1.22,287.85,23.71,106.44,1.37,43.38,22.78,74.02,3.33,3.3,Low,Initial,Urea,160.97,Foliar,Controlled_Release,Drip,36.85,47.55,29.54,23.78,14.26,9.51
Rice,Loamy,5.84,1.67,249.19,39.86,292.94,1.23,13.5,27.94,91.73,0.52,3.57,Low,Initial,Organic,99.52,Drip,Normal,Drip,49.33,28.43,28.57,14.22,8.53,5.69
Rice,Clay,7.24,0.62,94.95,55.98,168.08,1.15,103.58,27.49,40.92,1.36,3.87,Medium,Late,Urea,192.18,Broadcast,Controlled_Release,Flood,72.39,71.07,36.98,35.53,21.32,14.21
Vegetable,Clay,7.88,1.41,124.59,40.93,195.7,1.23,65.51,36.96,88.48,5.52,4.58,Low,Mid,Urea,111.73,Foliar,Normal,Sprinkler,69.95,49.44,44.25,24.72,14.83,9.89
Vegetable,Clay,7.79,0.6,51.05,30,172.33,1.3,80.54,21.62,87.33,4.64,2.78,Medium,Late,Organic,68.23,Drip,Controlled_Release,Sprinkler,64.63,45.22,66.28,22.61,13.57,9.04
Citrus,Clay,7.72,2.04,195.5,44.67,344.26,1.26,94.36,24.61,69.4,2.54,4.12,Low,Late,PK,71.04,Drip,Normal,Drip,72.75,41.38,58.25,20.69,12.41,8.28
Corn,Clay,7.81,2.24,181.6,41.29,247.26,1.4,66.25,38.73,56.78,1.5,5.2,High,Initial,Urea,179.19,Drip,Controlled_Release,Flood,62.32,55.92,31.21,27.96,16.78,11.18
Rice,Sandy,5.63,2.43,90.97,76.09,297.99,1.28,30.27,17.84,55.79,3.72,2.92,Low,Late,PK,191.34,Broadcast,Normal,Drip,62.26,47.94,25.05,23.97,14.38,9.59
Vegetable,Sandy,8.19,1.88,134.83,11.32,309.34,1.2,37.46,19.86,86.87,2.39,6.22,High,Initial,NK,174.78,Broadcast,Biochar,Drip,65.43,48.13,27.54,24.06,14.44,9.63
Rice,Sandy,8.17,1.76,284.81,37.65,297.54,1.56,99.07,26.01,63.32,1.43,2.6,Medium,Mid,PK,64.38,Drip,Biochar,Sprinkler,45.41,41.97,65.19,20.98,12.59,8.39
Vegetable,Clay,7.1,1.89,212.25,33.87,380.59,1.39,94.34,25.96,77.22,3.33,2.73,Low,Late,Urea,192.92,Broadcast,Controlled_Release,Drip,33.54,61.54,31.9,30.77,18.46,12.31
Wheat,Loamy,6.25,2.21,265.75,25.64,278.31,1.21,1.73,28.23,94.03,0.6,2.11,Medium,Late,NPK,166.5,Drip,Controlled_Release,Flood,33.74,38.74,23.27,19.37,11.62,7.75
Rice,Sandy,7.28,2.11,259.58,48.24,277.11,1.27,69.46,25.24,77.55,2.89,3.23,Low,Initial,NPK,82.65,Broadcast,Controlled_Release,Drip,21.18,39.16,47.38,19.58,11.75,7.83
Wheat,Sandy,7.17,1.38,280.16,52.98,333.3,1.38,90.4,28.35,58.03,0.54,7.37,High,Late,NPK,64.37,Drip,Normal,Flood,79.23,45.63,70.89,22.82,13.69,9.13
Rice,Clay,6.17,1.8,60.39,10.71,55.73,1.16,12.08,35.11,88.12,4.25,2.14,High,Mid,NPK,161.66,Drip,Biochar,Sprinkler,40.41,37.66,23.3,18.83,11.3,7.53
Corn,Loamy,7.31,0.82,115.62,57.33,70.39,1.29,73.61,26.29,89.43,4.17,5.65,Medium,Initial,Organic,73.85,Broadcast,Controlled_Release,Drip,19.79,37.91,51.33,18.95,11.37,7.58
Citrus,Sandy,7.89,1.89,153.89,36.79,136.93,1.19,55.94,16.51,81.96,3.52,7.33,High,Mid,PK,129.37,Drip,Biochar,Drip,58.08,43.17,33.37,21.58,12.95,8.63
Wheat,Sandy,7.92,1.96,210.02,74.61,113.55,1.28,26.13,39.51,92.58,2.73,6.34,Low,Mid,NPK,163.68,Broadcast,Biochar,Drip,36.3,45.38,27.72,22.69,13.61,9.08
Vegetable,Loamy,5.68,2.1,202.03,62.05,103.63,1.32,76.51,38.63,84.92,0.88,2.83,Medium,Initial,NPK,159.98,Broadcast,Biochar,Flood,32.21,54.84,34.28,27.42,16.45,10.97
Corn,Clay,6.09,2.14,111.53,45.97,243.4,1.37,35.96,21.64,52.87,4.68,7.87,Low,Initial,NPK,73.55,Broadcast,Normal,Drip,76.54,26.11,35.5,13.06,7.83,5.22
Rice,Loamy,7.5,1.38,98.2,76.61,118.61,1.11,24,18.58,88.41,1.83,4.97,Medium,Initial,Organic,140.09,Broadcast,Normal,Flood,41.59,39.11,27.92,19.56,11.73,7.82
Wheat,Clay,8.08,2.31,159.35,58.12,388.28,1.45,53.91,22.94,55.53,2.9,5.35,High,Initial,Organic,181.52,Drip,Controlled_Release,Drip,49.32,49.06,27.03,24.53,14.72,9.81
Rice,Sandy,7.06,2.46,112.65,66.56,114.35,1.56,72.18,33,92.89,1.27,5.52,High,Late,Organic,145.15,Broadcast,Controlled_Release,Flood,34.81,53.3,36.72,26.65,15.99,10.66
Rice,Loamy,7.62,2.46,291.28,76.95,108.28,1.25,51.89,37.52,71.6,3.78,4.52,Low,Initial,NK,102.92,Broadcast,Controlled_Release,Flood,12.78,32.52,31.6,16.26,9.76,6.5
Rice,Loamy,5.56,1.67,291.36,72.32,250.57,1.15,109.25,15.82,82.21,3.99,5.35,Low,Mid,NPK,194.05,Drip,Normal,Drip,28.36,67.73,34.9,33.86,20.32,13.55
Citrus,Sandy,7.33,1.62,78.34,14.95,113.41,1.55,108.01,38.63,86.62,3.77,6.71,Medium,Initial,NK,79.07,Broadcast,Controlled_Release,Drip,38.6,50.25,63.55,25.12,15.08,10.05
Citrus,Sandy,8.39,1.41,226.27,24.72,282.84,1.31,44.31,15.77,92.11,0.91,2.84,High,Late,NPK,66.32,Broadcast,Biochar,Sprinkler,22.61,28.04,42.28,14.02,8.41,5.61
Vegetable,Clay,7.48,1.1,107.06,54.07,350.45,1.44,25.37,37.75,40.97,5.74,6.94,High,Late,NK,72.61,Foliar,Normal,Flood,46.92,37.98,52.31,18.99,11.39,7.6
Wheat,Sandy,8.27,1.17,229.36,21.26,202.52,1.41,108.03,28.73,51.11,3.37,3.56,Medium,Mid,PK,169.86,Broadcast,Normal,Drip,48.35,69.11,40.69,34.56,20.73,13.82
Corn,Sandy,7.2,0.93,241.78,42.53,172.45,1.53,49.99,19.35,50.48,3.3,3.45,Low,Mid,NPK,146.23,Foliar,Biochar,Sprinkler,73.09,46.68,31.92,23.34,14,9.34
Corn,Loamy,8.03,2.41,62.04,43.61,291.35,1.34,37.28,35.89,48.5,3.92,7.99,Medium,Late,Organic,64.57,Drip,Controlled_Release,Sprinkler,12.97,27.34,42.34,13.67,8.2,5.47
Corn,Clay,5.87,1.74,223.84,42.42,331.98,1.45,114.99,32.25,90.38,3.77,4.49,Low,Initial,Organic,161.32,Foliar,Biochar,Sprinkler,59.83,63.08,39.1,31.54,18.92,12.62
Rice,Sandy,5.87,2.37,274.2,67.58,156,1.12,59.13,39.16,62.43,1.87,5.05,Medium,Late,Urea,117.82,Broadcast,Normal,Drip,77.44,43.69,37.08,21.84,13.11,8.74
Citrus,Loamy,5.86,1.27,104.08,44.26,334.02,1.1,104.91,23.26,55.38,2.95,6.24,High,Late,PK,141.66,Drip,Normal,Sprinkler,14.24,64.49,45.52,32.24,19.35,12.9
Wheat,Sandy,6.97,1.1,78.89,70.81,318.35,1.49,1.1,19.02,41.39,2.37,3.23,High,Initial,NK,80.32,Drip,Normal,Drip,55.68,27.93,34.77,13.96,8.38,5.59
Rice,Sandy,6.49,0.77,191.71,64.15,219.01,1.48,6.57,39.57,65.08,4,4.49,High,Initial,Organic,99.04,Broadcast,Biochar,Sprinkler,13.81,38.85,39.23,19.42,11.66,7.77
Citrus,Sandy,7.66,1.1,179.36,54.97,210.3,1.18,57.47,36.56,74.79,1.48,2.05,High,Mid,NPK,193.63,Broadcast,Normal,Sprinkler,41.21,62.87,32.47,31.44,18.86,12.57
Citrus,Sandy,8.21,2.28,271.44,50.46,86.63,1.41,78.25,34.17,76.16,0.71,3.74,Low,Initial,Organic,76.71,Foliar,Biochar,Sprinkler,27.05,35.75,46.6,17.88,10.72,7.15
Wheat,Clay,7.36,1.66,162.77,26.26,80.69,1.27,57.49,25.8,63.29,4.01,4.8,Medium,Late,PK,160.76,Drip,Normal,Sprinkler,41.61,50.24,31.25,25.12,15.07,10.05
Wheat,Loamy,6.14,1.4,153.39,63.76,311.76,1.2,56.87,30.41,87.82,3.83,4.21,Medium,Late,Organic,110.36,Foliar,Controlled_Release,Flood,31.01,43.06,39.02,21.53,12.92,8.61
Wheat,Loamy,8.29,1.64,228.49,66.31,254.76,1.57,39.64,21.64,77.87,5.15,3.36,Low,Mid,NPK,106.69,Foliar,Biochar,Sprinkler,41.52,37.18,34.85,18.59,11.15,7.44
Rice,Sandy,7.08,2.29,69.36,44.26,221.2,1.57,54.76,16.02,41.91,1.16,2.98,High,Late,PK,130.29,Broadcast,Controlled_Release,Flood,47.52,45.61,35.01,22.8,13.68,9.12
Vegetable,Loamy,7.66,0.89,64.26,25.43,66.11,1.44,100.02,24.76,63.61,4.22,4.76,Medium,Initial,NK,178.95,Broadcast,Biochar,Drip,36.72,66.94,37.41,33.47,20.08,13.39
Wheat,Sandy,8.17,2.43,176.23,63.21,69.56,1.6,91.37,37.28,80.67,1.14,4.59,Medium,Mid,PK,118.35,Foliar,Normal,Sprinkler,35.48,49.25,41.61,24.62,14.77,9.85
Vegetable,Loamy,8.47,1.83,72.26,66.01,372.29,1.19,27.54,27.5,94.09,1.09,6.98,Medium,Late,PK,92.11,Broadcast,Biochar,Flood,38.61,37.45,40.66,18.73,11.24,7.49
Rice,Clay,7.02,2.21,284.78,49.7,281.3,1.51,86.26,15.03,42.43,0.65,5,High,Initial,NPK,156.37,Broadcast,Controlled_Release,Flood,12.9,52.96,33.87,26.48,15.89,10.59
Vegetable,Clay,7.92,1.55,213.56,58.8,185.09,1.38,82.1,17.31,51.34,0.64,4.85,Medium,Initial,NK,101.37,Broadcast,Normal,Flood,40.06,43.95,43.36,21.98,13.18,8.79
Corn,Loamy,7.2,0.97,238.41,64.16,295.02,1.19,16.04,33.78,44.21,0.65,4.24,Medium,Late,NK,100.49,Broadcast,Controlled_Release,Drip,17.53,35.82,35.65,17.91,10.75,7.16
Vegetable,Sandy,6.96,1.63,107.22,30.41,140.28,1.41,103.62,33.09,58.92,5.26,2.15,Low,Initial,Organic,179.53,Broadcast,Biochar,Sprinkler,75.65,63.05,35.12,31.52,18.92,12.61
Wheat,Sandy,7.11,0.64,173.51,29.79,193.24,1.6,7.22,26.81,90.02,4.31,4.41,Medium,Late,Urea,130.85,Foliar,Biochar,Drip,79.96,39,29.81,19.5,11.7,7.8
Rice,Sandy,6.95,2.2,83.46,59.56,211.62,1.21,0.56,38.88,68.13,1.6,3.25,High,Late,PK,159.39,Foliar,Biochar,Sprinkler,25.34,41.66,26.14,20.83,12.5,8.33
Wheat,Sandy,6.76,1.8,100.78,45.87,60.77,1.33,96.65,30.67,91.17,4.01,6.07,Medium,Late,NK,95.52,Foliar,Biochar,Drip,12.35,51.47,53.88,25.74,15.44,10.29
Corn,Clay,7.67,1.07,192.05,45.86,397.46,1.15,77.76,27.19,50.17,2.57,4.61,High,Late,Urea,118.03,Foliar,Normal,Flood,33.04,52.3,44.31,26.15,15.69,10.46
Wheat,Sandy,6.25,1.05,119.98,77.11,183.58,1.23,22.8,39.32,88.01,5.18,7.03,High,Mid,PK,73.18,Broadcast,Normal,Flood,54.87,33.78,46.16,16.89,10.13,6.76
Wheat,Sandy,7.35,2.31,279.28,65.95,388.51,1.25,86.93,16.86,45.71,1.44,6.67,Medium,Late,Organic,152.28,Broadcast,Controlled_Release,Drip,22.73,52.63,34.56,26.32,15.79,10.53
Wheat,Sandy,7.64,2.18,298.81,27.92,276.75,1.39,105.52,28.71,72.72,5.69,6.96,High,Initial,NK,154.19,Drip,Biochar,Drip,53.27,58.57,37.99,29.28,17.57,11.71
Citrus,Sandy,8.18,2.03,50.98,38.45,375.21,1.13,21.17,35.97,57.47,2.1,3.47,Medium,Late,Urea,107.49,Broadcast,Normal,Sprinkler,44.85,34.74,32.32,17.37,10.42,6.95
Corn,Clay,6.5,1.33,239.77,68.1,69.01,1.54,40.19,37.16,86.71,0.92,4.79,Low,Late,PK,126.24,Foliar,Controlled_Release,Drip,66.3,42.37,33.56,21.18,12.71,8.47
Wheat,Loamy,8.08,2.25,78.83,15.13,386.28,1.58,98.6,22.04,55.52,2.02,7.45,High,Late,Organic,83.46,Broadcast,Normal,Flood,61.38,43.64,52.29,21.82,13.09,8.73
Wheat,Loamy,8.34,0.99,193.66,32.47,192.47,1.44,91.46,36.53,86.52,5.79,3.28,Medium,Late,NK,99,Drip,Controlled_Release,Sprinkler,72.77,55.42,55.98,27.71,16.63,11.08
Wheat,Sandy,7.45,0.55,107.12,33.78,97.86,1.44,72.75,18.77,57.69,2.32,4.2,Medium,Initial,Urea,169.88,Broadcast,Normal,Sprinkler,65.64,64.04,37.7,32.02,19.21,12.81
Rice,Sandy,7.81,1.37,291.22,37.32,284.91,1.25,46.76,34.27,45.88,2.16,5.39,Medium,Initial,NPK,142.71,Foliar,Controlled_Release,Flood,37.67,48.58,34.04,24.29,14.57,9.72
Citrus,Loamy,6.72,2.34,268.95,28.14,316.92,1.55,49.86,24.69,88.23,1.72,5.52,Low,Mid,Urea,75.6,Broadcast,Normal,Drip,66.37,34.14,45.16,17.07,10.24,6.83
Rice,Clay,8.36,1.64,198.85,54.93,277.37,1.51,51.89,31.49,45.76,2.82,4.57,Low,Late,NPK,63.96,Foliar,Normal,Flood,46.78,30.15,47.14,15.08,9.04,6.03
Citrus,Clay,7.51,0.96,94,37.65,239.02,1.16,110.93,28.72,74.67,2.08,4.79,Medium,Mid,Organic,165.82,Drip,Controlled_Release,Drip,30.74,64.7,39.02,32.35,19.41,12.94
Wheat,Clay,6.43,1.8,245.67,47.96,335.74,1.46,62.66,23.97,68.06,1.96,4.35,Medium,Late,Urea,153.65,Broadcast,Biochar,Sprinkler,35.56,47.73,31.06,23.86,14.32,9.55
Corn,Clay,6.71,1.99,180.07,29.08,290.14,1.16,61.29,27.36,82.36,4.94,4.26,Medium,Late,NK,138.04,Foliar,Biochar,Flood,29.23,44.75,32.42,22.38,13.42,8.95
Vegetable,Clay,7.35,1.6,202.89,70.29,266.49,1.22,43.98,32.42,78.1,2.28,7.22,Low,Late,NPK,111.85,Foliar,Biochar,Sprinkler,48.42,40.58,36.28,20.29,12.17,8.12
Vegetable,Clay,6.2,2.19,229.49,24.4,160.9,1.51,76.66,35.63,76.43,1.64,3.21,High,Late,Organic,144.41,Foliar,Normal,Drip,65.5,59.15,40.96,29.58,17.74,11.83
Wheat,Clay,7.76,1.68,154.08,71.41,357.09,1.34,66.44,37.7,62.79,4.27,5.12,Low,Late,NPK,183.29,Drip,Biochar,Drip,10.43,58.6,31.97,29.3,17.58,11.72
Rice,Clay,6.17,0.69,51.93,22.54,292.14,1.33,78.53,24.41,76.13,1,5.51,Low,Initial,NK,72.17,Drip,Biochar,Flood,59.26,42.91,59.46,21.46,12.87,8.58
Corn,Clay,7.28,2.12,141.04,35.91,364.82,1.23,112.95,17.62,61,1.79,3.73,Low,Late,PK,141.25,Broadcast,Biochar,Drip,74.4,53.81,38.1,26.9,16.14,10.76
Citrus,Sandy,7.59,0.79,153.41,64.54,262.15,1.41,96.62,29.57,65.01,4.23,2.23,High,Mid,NPK,175.93,Broadcast,Biochar,Flood,53.53,69.48,39.49,34.74,20.84,13.9
Wheat,Clay,8.08,2.27,141.73,44.49,329.95,1.17,7.54,19.62,48.13,1.73,3.37,High,Mid,NPK,194.58,Drip,Biochar,Drip,62.58,42.97,22.08,21.48,12.89,8.59
Corn,Sandy,7.7,1.54,257.76,26.6,359.55,1.5,118,35.99,49.24,0.63,5.45,High,Mid,NK,166.51,Drip,Normal,Flood,42.04,68.31,41.02,34.16,20.49,13.66
Corn,Loamy,7.9,1.96,133.09,56.44,239.57,1.37,29.31,35.59,93.38,4.81,3.43,High,Initial,Organic,190.61,Foliar,Controlled_Release,Drip,16.37,48.87,25.64,24.44,14.66,9.77
Citrus,Sandy,8.24,2.44,154.08,18.94,300.27,1.52,77.2,23.53,85.98,2.47,7.37,High,Mid,Urea,127.11,Foliar,Biochar,Flood,64.52,46.23,36.37,23.12,13.87,9.25
Corn,Loamy,7.29,1.36,65.4,25.07,251.77,1.35,74.48,15.75,84.96,3.07,3.27,High,Mid,PK,142.31,Foliar,Controlled_Release,Drip,30.03,55.43,38.95,27.72,16.63,11.09
Rice,Sandy,8.04,1.42,229.21,27.97,302.21,1.25,5.39,29.55,43.28,3.56,4.63,High,Initial,NK,112.49,Foliar,Normal,Sprinkler,30.25,36.08,32.07,18.04,10.82,7.22
Rice,Loamy,6.2,2.15,103.85,50.91,233,1.11,118.39,37.95,59.08,3.68,2.28,Medium,Mid,PK,154.91,Foliar,Normal,Flood,10.4,62.11,40.09,31.06,18.63,12.42
Rice,Sandy,7.94,0.72,108.75,48.66,330.01,1.31,51.68,16.71,48.32,0.6,7.24,Low,Late,PK,182.68,Foliar,Controlled_Release,Drip,25.14,57.29,31.36,28.64,17.19,11.46
Corn,Sandy,6.17,0.56,196.71,46.37,332.56,1.57,97.31,31.41,64.56,5.02,5.72,Medium,Late,NK,134.95,Foliar,Controlled_Release,Drip,46.45,64.39,47.71,32.2,19.32,12.88
Rice,Loamy,8.3,1.71,295.89,16.82,66.28,1.52,46.01,39.38,79.56,1.85,5,High,Initial,PK,108.26,Foliar,Normal,Drip,59.56,45.36,41.9,22.68,13.61,9.07
Citrus,Clay,6.49,0.84,152.54,64.61,121.27,1.6,44.84,34.35,64.49,4.15,3.51,Low,Mid,NPK,100.59,Broadcast,Biochar,Sprinkler,55.58,40.42,40.18,20.21,12.13,8.08
Corn,Clay,6.02,1.01,131.79,19.22,117.73,1.18,79.86,30.36,87.65,4.09,3.09,Low,Initial,PK,119.58,Broadcast,Controlled_Release,Drip,49.67,48.33,40.42,24.16,14.5,9.67
Vegetable,Clay,5.94,2.45,59.05,75.71,162.85,1.42,40.93,35.65,71.53,4.11,5.56,Low,Mid,PK,102.5,Drip,Biochar,Sprinkler,53.09,32.13,31.35,16.07,9.64,6.43
Corn,Clay,6.06,1.81,246.84,14.57,216.73,1.17,51.62,19.36,61.01,5.6,6.59,Medium,Initial,Organic,168.84,Broadcast,Biochar,Drip,43.41,46.41,27.49,23.2,13.92,9.28
Citrus,Clay,6.84,2.21,115.32,71.6,307.26,1.55,57.01,36.67,55.85,3.01,4.67,High,Late,Organic,157.23,Drip,Controlled_Release,Drip,20.86,50.1,31.86,25.05,15.03,10.02
Vegetable,Sandy,7.07,2.3,242.21,30.84,155.19,1.27,51.78,38.95,68.54,3.33,5.06,High,Late,NK,193.7,Foliar,Controlled_Release,Sprinkler,25.91,58.84,30.38,29.42,17.65,11.77
Corn,Clay,8.24,0.74,120.57,58.99,277.93,1.55,37.08,37.35,86.44,1.15,2.74,Medium,Late,Organic,79.47,Foliar,Biochar,Sprinkler,42.57,36.58,46.03,18.29,10.97,7.32
Rice,Sandy,6.64,2.36,57.47,33.33,351.42,1.2,95.25,17.49,88.5,2.4,3.25,Low,Late,PK,154.86,Drip,Normal,Sprinkler,74.41,55.94,36.12,27.97,16.78,11.19
Wheat,Loamy,6.15,2.23,174.55,60.4,206.63,1.18,96.26,17.94,43.19,0.6,4.21,Low,Late,Organic,149.71,Drip,Biochar,Flood,36.15,54.94,36.7,27.47,16.48,10.99
Wheat,Clay,7.73,0.59,276.51,43.68,280.06,1.19,93.27,38.5,58.74,2.29,6.63,Medium,Initial,NK,169.4,Broadcast,Biochar,Sprinkler,61.94,66.91,39.5,33.46,20.07,13.38
Rice,Clay,5.9,2.45,102.65,46.87,346.68,1.49,2.44,29.84,70.37,3.26,2.38,Medium,Late,Urea,84.26,Drip,Biochar,Sprinkler,42.56,21.63,25.67,10.82,6.49,4.33
Wheat,Clay,8.18,1.42,88.48,60.15,303.72,1.53,62.13,21.78,81.94,0.84,7.16,Low,Initial,NK,184.42,Broadcast,Controlled_Release,Drip,64.61,53.68,29.11,26.84,16.1,10.74
Wheat,Clay,6.73,2.45,96.2,19.35,86.2,1.12,96.97,34.58,51.14,4.21,4.4,High,Initial,NK,171.34,Drip,Controlled_Release,Sprinkler,28.97,59.94,34.98,29.97,17.98,11.99
Rice,Sandy,7.34,2.15,222.57,28.64,103.1,1.17,0.8,18.47,72.53,2.95,6.68,Low,Initial,NK,192.38,Broadcast,Normal,Flood,40.07,39.58,20.57,19.79,11.87,7.92
Rice,Sandy,6.06,1.38,141.85,68.85,78.77,1.1,28.57,21.45,61.05,0.86,3.8,High,Initial,Urea,70.86,Foliar,Normal,Sprinkler,45.34,32.88,46.4,16.44,9.86,6.58
